case_id,seizure_date,year,month,origin_region,origin_country,destination_country,species,species_category,product_type,iucn_status,quantity,unit,estimated_value_usd,transport_method,seizure_location_type,enforcement_agency,arrests_made,case_status,origin_lat,origin_lon,destination_lat,destination_lon
WLC-0399,25-10-2018,2018,10,Africa,Nigeria,Germany,Hawksbill Turtle,Marine,Shell,Critically Endangered,0.63,kg,332.35,Postal/Courier,Land Border Crossing,National Parks & Wildlife Service,3,Under Investigation,9.082,8.6753,51.1657,10.4515
WLC-0789,02-11-2018,2018,11,Africa,Zimbabwe,United Arab Emirates,Black Rhino,Mammal,Horn,Critically Endangered,6.46,kg,582518.58,Sea,International Airport,Port Authority Task Force,0,Released - Insufficient Evidence,-19.0154,29.1549,23.4241,53.8478
WLC-0084,03-11-2018,2018,11,Africa,Mozambique,Vietnam,Ginseng (Wild),Plant,Traditional Medicine,Endangered,19.05,kg,24815.42,Sea,Highway Checkpoint,National Parks & Wildlife Service,0,Closed - No Arrest,-18.6657,35.5296,14.0583,108.2772
WLC-0297,11-11-2018,2018,11,Africa,Democratic Republic of Congo,Vietnam,Reticulated Python,Reptile,Skin/Pelt,Least Concern,6,piece,578.99,Sea,Urban Wildlife Market,Coast Guard Interdiction Unit,4,Prosecuted - Pending Trial,-4.0383,21.7587,14.0583,108.2772
WLC-0592,12-11-2018,2018,11,Latin America,Colombia,Germany,Helmeted Hornbill,Bird,Trophy,Critically Endangered,23,piece,157292.63,Sea,Seaport / Container Terminal,Port Authority Task Force,5,Released - Insufficient Evidence,4.5709,-74.2973,51.1657,10.4515
WLC-0484,12-11-2018,2018,11,Africa,Uganda,China,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,37,live individual,17232.42,Air,Postal/Courier Facility,Customs & Border Protection,3,Released - Insufficient Evidence,1.3733,32.2903,35.8617,104.1954
WLC-0359,15-11-2018,2018,11,Africa,Cameroon,Germany,Saker Falcon,Bird,Live Animal,Endangered,36,live individual,635222.25,Sea,Land Border Crossing,National Wildlife Crime Unit,1,Under Investigation,7.3697,12.3547,51.1657,10.4515
WLC-0904,15-11-2018,2018,11,Africa,Mozambique,China,Hawksbill Turtle,Marine,Shell,Critically Endangered,2.49,kg,1505.68,Postal/Courier,Land Border Crossing,National Wildlife Crime Unit,4,Under Investigation,-18.6657,35.5296,35.8617,104.1954
WLC-0559,15-11-2018,2018,11,Asia,Philippines,Hong Kong SAR,White Rhino,Mammal,Horn,Near Threatened,8.86,kg,720194.13,Sea,Postal/Courier Facility,Customs & Border Protection,2,Convicted,12.8797,121.774,22.3193,114.1694
WLC-0015,16-11-2018,2018,11,Asia,Vietnam,South Korea,Pangolin (Sunda),Mammal,Scales,Critically Endangered,9.79,kg,2789,Land,International Airport,National Parks & Wildlife Service,0,Under Investigation,14.0583,108.2772,35.9078,127.7669
WLC-0684,17-11-2018,2018,11,Asia,Myanmar,Germany,Agarwood,Plant,Timber,Vulnerable,3.13,kg,454.25,Sea,Land Border Crossing,Port Authority Task Force,0,Under Investigation,21.9162,95.956,51.1657,10.4515
WLC-0878,19-11-2018,2018,11,Asia,Thailand,United States,African Elephant,Mammal,Ivory,Endangered,1.78,kg,3574.35,Land,Seaport / Container Terminal,National Parks & Wildlife Service,2,Under Investigation,15.87,100.9925,37.0902,-95.7129
WLC-0033,19-11-2018,2018,11,Asia,Malaysia,France,Reticulated Python,Reptile,Skin/Pelt,Least Concern,18,piece,1931.16,Air,Seaport / Container Terminal,National Wildlife Crime Unit,1,Released - Insufficient Evidence,4.2105,101.9758,46.2276,2.2137
WLC-0059,25-11-2018,2018,11,Asia,Vietnam,Hong Kong SAR,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,19.53,kg,213.74,Land,Land Border Crossing,Interpol-supported Joint Operation,0,Convicted,14.0583,108.2772,22.3193,114.1694
WLC-0655,26-11-2018,2018,11,Asia,Laos,Belgium,Reticulated Python,Reptile,Skin/Pelt,Least Concern,4,piece,270.9,Land,Postal/Courier Facility,National Wildlife Crime Unit,3,Closed - No Arrest,19.8563,102.4955,50.5039,4.4699
WLC-0413,02-12-2018,2018,12,Africa,Namibia,Thailand,Helmeted Hornbill,Bird,Trophy,Critically Endangered,24,piece,112406.39,Sea,Urban Wildlife Market,Customs & Border Protection,0,Convicted,-22.9576,18.4904,15.87,100.9925
WLC-0945,07-12-2018,2018,12,Asia,China,United Kingdom,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,0.59,kg,3.1,Sea,Seaport / Container Terminal,Environmental Crime Investigation Bureau,3,Convicted,35.8617,104.1954,55.3781,-3.436
WLC-0095,15-12-2018,2018,12,Latin America,Ecuador,South Korea,Leopard,Mammal,Skin/Pelt,Vulnerable,5,piece,18220.38,Sea,Private Residence,Port Authority Task Force,2,Under Investigation,-1.8312,-78.1834,35.9078,127.7669
WLC-0825,16-12-2018,2018,12,Africa,Gabon,South Korea,Pangolin (African),Mammal,Bushmeat,Endangered,8.86,kg,151.61,Land,International Airport,Customs & Border Protection,0,Closed - No Arrest,-0.8037,11.6094,35.9078,127.7669
WLC-0365,16-12-2018,2018,12,Africa,South Africa,Hong Kong SAR,Pangolin (Ground),Mammal,Scales,Endangered,16,kg,4074.26,Sea,Urban Wildlife Market,Environmental Crime Investigation Bureau,0,Case Dismissed,-30.5595,22.9375,22.3193,114.1694
WLC-0542,02-01-2019,2019,1,Africa,Zimbabwe,Qatar,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,14,live individual,3453.68,Sea,Postal/Courier Facility,Customs & Border Protection,2,Convicted,-19.0154,29.1549,25.3548,51.1839
WLC-0123,06-01-2019,2019,1,Africa,South Africa,Qatar,Seahorse,Marine,Traditional Medicine,Vulnerable,5.56,kg,3958.17,Postal/Courier,Urban Wildlife Market,Port Authority Task Force,4,Convicted,-30.5595,22.9375,25.3548,51.1839
WLC-0906,09-01-2019,2019,1,Africa,Kenya,Germany,Hawksbill Turtle,Marine,Shell,Critically Endangered,0.5,kg,179.41,Air,Private Residence,Environmental Crime Investigation Bureau,4,Under Investigation,-0.0236,37.9062,51.1657,10.4515
WLC-0066,12-01-2019,2019,1,Africa,Democratic Republic of Congo,Qatar,African Blackwood,Plant,Timber,Near Threatened,10.53,kg,64.67,Sea,Urban Wildlife Market,National Wildlife Crime Unit,0,Prosecuted - Pending Trial,-4.0383,21.7587,25.3548,51.1839
WLC-0924,19-01-2019,2019,1,Asia,Cambodia,Singapore,Jaguar,Mammal,Skin/Pelt,Near Threatened,13,piece,33700.6,Air,Private Residence,Environmental Crime Investigation Bureau,2,Convicted,12.5657,104.991,1.3521,103.8198
WLC-0855,20-01-2019,2019,1,Africa,Nigeria,Singapore,Saltwater Crocodile,Reptile,Skin/Pelt,Least Concern,24,piece,7352.6,Sea,International Airport,Port Authority Task Force,2,Under Investigation,9.082,8.6753,1.3521,103.8198
WLC-0426,20-01-2019,2019,1,Latin America,Bolivia,Belgium,Jaguar,Mammal,Skin/Pelt,Near Threatened,23,piece,36722.16,Sea,International Airport,Coast Guard Interdiction Unit,2,Under Investigation,-16.2902,-63.5887,50.5039,4.4699
WLC-0273,21-01-2019,2019,1,Asia,Cambodia,United Kingdom,Leopard,Mammal,Skin/Pelt,Vulnerable,8,piece,20028.57,Air,Seaport / Container Terminal,Port Authority Task Force,1,Under Investigation,12.5657,104.991,55.3781,-3.436
WLC-0531,21-01-2019,2019,1,Africa,Tanzania,Thailand,Pangolin (Ground),Mammal,Scales,Endangered,53.58,kg,12494.48,Sea,Highway Checkpoint,Environmental Crime Investigation Bureau,0,Convicted,-6.369,34.8888,15.87,100.9925
WLC-0699,26-01-2019,2019,1,Africa,South Africa,South Korea,Jaguar,Mammal,Skin/Pelt,Near Threatened,21,piece,24004.08,Sea,Highway Checkpoint,National Wildlife Crime Unit,0,Convicted,-30.5595,22.9375,35.9078,127.7669
WLC-0355,28-01-2019,2019,1,Asia,Vietnam,Hong Kong SAR,Queen Conch,Marine,Shell,Vulnerable,11,piece,448.83,Sea,Postal/Courier Facility,Customs & Border Protection,5,Closed - No Arrest,14.0583,108.2772,22.3193,114.1694
WLC-0283,01-02-2019,2019,2,Asia,China,Thailand,Timber Rattlesnake,Reptile,Live Animal,Least Concern,2,live individual,144.94,Land,Seaport / Container Terminal,National Parks & Wildlife Service,1,Closed - No Arrest,35.8617,104.1954,15.87,100.9925
WLC-0733,02-02-2019,2019,2,Latin America,Bolivia,Thailand,African Elephant,Mammal,Ivory,Endangered,10.01,kg,11099.33,Land,International Airport,Port Authority Task Force,0,Prosecuted - Pending Trial,-16.2902,-63.5887,15.87,100.9925
WLC-0163,12-02-2019,2019,2,Asia,Philippines,Vietnam,Palm Cockatoo,Bird,Live Animal,Vulnerable,3,live individual,17154.2,Sea,Postal/Courier Facility,Coast Guard Interdiction Unit,1,Convicted,12.8797,121.774,14.0583,108.2772
WLC-0391,13-02-2019,2019,2,Africa,Democratic Republic of Congo,Qatar,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,29,live individual,13035.3,Sea,Land Border Crossing,National Wildlife Crime Unit,1,Case Dismissed,-4.0383,21.7587,25.3548,51.1839
WLC-0596,13-02-2019,2019,2,Africa,Mozambique,United Kingdom,Rosewood,Plant,Timber,Endangered,11.8,kg,41.09,Sea,Land Border Crossing,National Parks & Wildlife Service,5,Under Investigation,-18.6657,35.5296,55.3781,-3.436
WLC-0939,18-02-2019,2019,2,Africa,Nigeria,Vietnam,Giant Clam,Marine,Shell,Vulnerable,11,piece,1173.41,Land,Private Residence,Port Authority Task Force,3,Under Investigation,9.082,8.6753,14.0583,108.2772
WLC-0539,18-02-2019,2019,2,Africa,Namibia,Hong Kong SAR,African Elephant,Mammal,Ivory,Endangered,2.8,kg,4676.43,Air,Highway Checkpoint,National Wildlife Crime Unit,3,Closed - No Arrest,-22.9576,18.4904,22.3193,114.1694
WLC-0353,18-02-2019,2019,2,Africa,Nigeria,Vietnam,Totoaba,Marine,Swim Bladder,Critically Endangered,1.94,kg,35322.71,Sea,Seaport / Container Terminal,Environmental Crime Investigation Bureau,0,Convicted,9.082,8.6753,14.0583,108.2772
WLC-0008,21-02-2019,2019,2,Asia,India,France,Pangolin (Sunda),Mammal,Scales,Critically Endangered,5.49,kg,823.8,Sea,Highway Checkpoint,Environmental Crime Investigation Bureau,0,Under Investigation,20.5937,78.9629,46.2276,2.2137
WLC-0819,27-02-2019,2019,2,Africa,Zimbabwe,China,Agarwood,Plant,Timber,Vulnerable,3.35,kg,489.82,Land,International Airport,National Wildlife Crime Unit,0,Released - Insufficient Evidence,-19.0154,29.1549,35.8617,104.1954
WLC-0553,08-03-2019,2019,3,Africa,Gabon,Singapore,Reticulated Python,Reptile,Skin/Pelt,Least Concern,15,piece,1458.07,Air,Urban Wildlife Market,Interpol-supported Joint Operation,2,Under Investigation,-0.8037,11.6094,1.3521,103.8198
WLC-0566,11-03-2019,2019,3,Africa,Namibia,United Kingdom,Seahorse,Marine,Traditional Medicine,Vulnerable,3.89,kg,2492.82,Air,Land Border Crossing,Coast Guard Interdiction Unit,0,Closed - No Arrest,-22.9576,18.4904,55.3781,-3.436
WLC-0369,13-03-2019,2019,3,Africa,Kenya,Japan,Orchid (Wild),Plant,Live Animal,Vulnerable,13,piece,647.16,Air,Highway Checkpoint,Interpol-supported Joint Operation,0,Case Dismissed,-0.0236,37.9062,36.2048,138.2529
WLC-0662,14-03-2019,2019,3,Asia,Cambodia,Qatar,Totoaba,Marine,Swim Bladder,Critically Endangered,6.11,kg,145234.59,Air,Private Residence,Environmental Crime Investigation Bureau,2,Prosecuted - Pending Trial,12.5657,104.991,25.3548,51.1839
WLC-0691,20-03-2019,2019,3,Africa,Gabon,Hong Kong SAR,Ginseng (Wild),Plant,Traditional Medicine,Endangered,6.92,kg,4256,Sea,Land Border Crossing,Coast Guard Interdiction Unit,0,Closed - No Arrest,-0.8037,11.6094,22.3193,114.1694
WLC-0713,22-03-2019,2019,3,Africa,Kenya,Japan,Tiger,Mammal,Skin/Pelt,Endangered,19,piece,176779.75,Sea,Postal/Courier Facility,Customs & Border Protection,0,Under Investigation,-0.0236,37.9062,36.2048,138.2529
WLC-0253,22-03-2019,2019,3,Asia,Thailand,Germany,Ginseng (Wild),Plant,Traditional Medicine,Endangered,2.07,kg,1741.05,Sea,Urban Wildlife Market,Port Authority Task Force,0,Released - Insufficient Evidence,15.87,100.9925,51.1657,10.4515
WLC-0686,22-03-2019,2019,3,Africa,Mozambique,South Korea,Helmeted Hornbill,Bird,Trophy,Critically Endangered,6,piece,23067.24,Sea,Highway Checkpoint,Customs & Border Protection,1,Released - Insufficient Evidence,-18.6657,35.5296,35.9078,127.7669
WLC-0740,23-03-2019,2019,3,Africa,Kenya,France,Shark (mixed species),Marine,Fins,Endangered,14.83,kg,5878.38,Land,Private Residence,National Wildlife Crime Unit,2,Convicted,-0.0236,37.9062,46.2276,2.2137
WLC-0043,27-03-2019,2019,3,Africa,Zimbabwe,France,Giant Clam,Marine,Shell,Vulnerable,4,piece,394.05,Air,Land Border Crossing,Coast Guard Interdiction Unit,2,Convicted,-19.0154,29.1549,46.2276,2.2137
WLC-0341,03-04-2019,2019,4,Africa,Gabon,Thailand,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,11,live individual,1917.18,Air,Land Border Crossing,National Parks & Wildlife Service,1,Convicted,-0.8037,11.6094,15.87,100.9925
WLC-0138,04-04-2019,2019,4,Africa,Mozambique,Hong Kong SAR,Green Sea Turtle,Marine,Shell,Endangered,0.5,kg,191.49,Sea,Land Border Crossing,Interpol-supported Joint Operation,1,Under Investigation,-18.6657,35.5296,22.3193,114.1694
WLC-0435,08-04-2019,2019,4,Africa,Gabon,Belgium,Grey Parrot,Bird,Live Animal,Endangered,5,live individual,3817.81,Land,Postal/Courier Facility,Environmental Crime Investigation Bureau,5,Under Investigation,-0.8037,11.6094,50.5039,4.4699
WLC-0262,08-04-2019,2019,4,Africa,Gabon,Vietnam,Reticulated Python,Reptile,Skin/Pelt,Least Concern,4,piece,288.08,Air,Private Residence,Coast Guard Interdiction Unit,3,Under Investigation,-0.8037,11.6094,14.0583,108.2772
WLC-0653,10-04-2019,2019,4,Africa,Gabon,Belgium,Reticulated Python,Reptile,Skin/Pelt,Least Concern,16,piece,934.55,Sea,International Airport,Coast Guard Interdiction Unit,1,Convicted,-0.8037,11.6094,50.5039,4.4699
WLC-0490,10-04-2019,2019,4,Latin America,Colombia,Japan,Saltwater Crocodile,Reptile,Skin/Pelt,Least Concern,9,piece,2941.58,Air,Urban Wildlife Market,Environmental Crime Investigation Bureau,2,Under Investigation,4.5709,-74.2973,36.2048,138.2529
WLC-0634,13-04-2019,2019,4,Latin America,Peru,Belgium,Tiger,Mammal,Skin/Pelt,Endangered,8,piece,55944.75,Sea,International Airport,Coast Guard Interdiction Unit,1,Case Dismissed,-9.19,-75.0152,50.5039,4.4699
WLC-0618,21-04-2019,2019,4,Asia,Laos,France,Ginseng (Wild),Plant,Traditional Medicine,Endangered,0.85,kg,1124.83,Land,Land Border Crossing,National Parks & Wildlife Service,0,Convicted,19.8563,102.4955,46.2276,2.2137
WLC-0205,23-04-2019,2019,4,Asia,Indonesia,Singapore,Saker Falcon,Bird,Live Animal,Endangered,2,live individual,43619.59,Air,Urban Wildlife Market,Customs & Border Protection,3,Convicted,-0.7893,113.9213,1.3521,103.8198
WLC-0595,23-04-2019,2019,4,Africa,Kenya,France,Tiger,Mammal,Skin/Pelt,Endangered,11,piece,88524.54,Land,Postal/Courier Facility,Interpol-supported Joint Operation,0,Closed - No Arrest,-0.0236,37.9062,46.2276,2.2137
WLC-0693,25-04-2019,2019,4,Africa,Mozambique,Germany,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,32,live individual,5622.51,Sea,Postal/Courier Facility,Port Authority Task Force,2,Under Investigation,-18.6657,35.5296,51.1657,10.4515
WLC-0230,01-05-2019,2019,5,Latin America,Ecuador,France,African Lion,Mammal,Bones,Vulnerable,2.62,kg,4252.51,Land,Land Border Crossing,National Wildlife Crime Unit,0,Under Investigation,-1.8312,-78.1834,46.2276,2.2137
WLC-0001,04-05-2019,2019,5,Africa,Uganda,United Kingdom,Black Rhino,Mammal,Horn,Critically Endangered,0.5,kg,48036.95,Sea,Urban Wildlife Market,Coast Guard Interdiction Unit,3,Released - Insufficient Evidence,1.3733,32.2903,55.3781,-3.436
WLC-0685,10-05-2019,2019,5,Asia,Malaysia,France,Tiger,Mammal,Skin/Pelt,Endangered,4,piece,37698.17,Sea,Seaport / Container Terminal,Customs & Border Protection,1,Convicted,4.2105,101.9758,46.2276,2.2137
WLC-0258,13-05-2019,2019,5,Latin America,Colombia,Singapore,Pangolin (Sunda),Mammal,Scales,Critically Endangered,51.59,kg,7012.06,Sea,Private Residence,Coast Guard Interdiction Unit,5,Under Investigation,4.5709,-74.2973,1.3521,103.8198
WLC-0429,20-05-2019,2019,5,Africa,South Africa,Hong Kong SAR,Queen Conch,Marine,Shell,Vulnerable,22,piece,1093.93,Sea,Land Border Crossing,Interpol-supported Joint Operation,0,Case Dismissed,-30.5595,22.9375,22.3193,114.1694
WLC-0186,21-05-2019,2019,5,Africa,Mozambique,South Korea,Totoaba,Marine,Swim Bladder,Critically Endangered,1.11,kg,18584.24,Air,Land Border Crossing,Environmental Crime Investigation Bureau,1,Prosecuted - Pending Trial,-18.6657,35.5296,35.9078,127.7669
WLC-0334,22-05-2019,2019,5,Africa,Gabon,Belgium,Black Rhino,Mammal,Horn,Critically Endangered,2.07,kg,91005.93,Air,Seaport / Container Terminal,Coast Guard Interdiction Unit,1,Convicted,-0.8037,11.6094,50.5039,4.4699
WLC-0348,25-05-2019,2019,5,Asia,Thailand,Vietnam,Black Rhino,Mammal,Horn,Critically Endangered,4.06,kg,353070.92,Land,Highway Checkpoint,National Parks & Wildlife Service,1,Convicted,15.87,100.9925,14.0583,108.2772
WLC-0784,26-05-2019,2019,5,Latin America,Mexico,Singapore,Orchid (Wild),Plant,Live Animal,Vulnerable,9,piece,743.63,Postal/Courier,Highway Checkpoint,Port Authority Task Force,3,Released - Insufficient Evidence,23.6345,-102.5528,1.3521,103.8198
WLC-0743,26-05-2019,2019,5,Africa,South Africa,Singapore,Agarwood,Plant,Timber,Vulnerable,0.5,kg,105.45,Sea,Private Residence,National Parks & Wildlife Service,0,Under Investigation,-30.5595,22.9375,1.3521,103.8198
WLC-0252,06-06-2019,2019,6,Latin America,Bolivia,France,African Elephant,Mammal,Ivory,Endangered,8.83,kg,10569.43,Sea,Seaport / Container Terminal,National Wildlife Crime Unit,3,Released - Insufficient Evidence,-16.2902,-63.5887,46.2276,2.2137
WLC-0028,17-06-2019,2019,6,Africa,Democratic Republic of Congo,Japan,Pangolin (Sunda),Mammal,Scales,Critically Endangered,0.5,kg,94.66,Land,International Airport,National Wildlife Crime Unit,2,Under Investigation,-4.0383,21.7587,36.2048,138.2529
WLC-0944,17-06-2019,2019,6,Latin America,Brazil,Vietnam,Tiger,Mammal,Bones,Endangered,3.26,kg,14210.5,Sea,Highway Checkpoint,National Wildlife Crime Unit,2,Closed - No Arrest,-14.235,-51.9253,14.0583,108.2772
WLC-0779,19-06-2019,2019,6,Africa,South Africa,United Kingdom,Pangolin (African),Mammal,Bushmeat,Endangered,9.36,kg,159.49,Sea,Seaport / Container Terminal,Customs & Border Protection,0,Under Investigation,-30.5595,22.9375,55.3781,-3.436
WLC-0319,21-06-2019,2019,6,Asia,Vietnam,United States,Queen Conch,Marine,Shell,Vulnerable,2,piece,76.92,Land,Highway Checkpoint,Coast Guard Interdiction Unit,2,Closed - No Arrest,14.0583,108.2772,37.0902,-95.7129
WLC-0065,02-07-2019,2019,7,Latin America,Ecuador,Japan,Helmeted Hornbill,Bird,Trophy,Critically Endangered,23,piece,95592.93,Sea,Private Residence,Coast Guard Interdiction Unit,0,Under Investigation,-1.8312,-78.1834,36.2048,138.2529
WLC-0256,08-07-2019,2019,7,Latin America,Peru,China,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,1,live individual,123.69,Sea,International Airport,National Wildlife Crime Unit,0,Under Investigation,-9.19,-75.0152,35.8617,104.1954
WLC-0725,10-07-2019,2019,7,Africa,Gabon,Singapore,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,13,live individual,6298.19,Land,Seaport / Container Terminal,Coast Guard Interdiction Unit,0,Under Investigation,-0.8037,11.6094,1.3521,103.8198
WLC-0400,11-07-2019,2019,7,Africa,Tanzania,South Korea,Tiger,Mammal,Bones,Endangered,6.5,kg,48636.72,Sea,International Airport,Interpol-supported Joint Operation,0,Under Investigation,-6.369,34.8888,35.9078,127.7669
WLC-0538,15-07-2019,2019,7,Africa,Uganda,South Korea,Saltwater Crocodile,Reptile,Skin/Pelt,Least Concern,12,piece,2860.43,Postal/Courier,Urban Wildlife Market,Port Authority Task Force,0,Under Investigation,1.3733,32.2903,35.9078,127.7669
WLC-0663,21-07-2019,2019,7,Africa,Democratic Republic of Congo,Vietnam,Palm Cockatoo,Bird,Live Animal,Vulnerable,24,live individual,120772.56,Postal/Courier,Private Residence,Port Authority Task Force,3,Under Investigation,-4.0383,21.7587,14.0583,108.2772
WLC-0162,26-07-2019,2019,7,Africa,Gabon,Qatar,Ginseng (Wild),Plant,Traditional Medicine,Endangered,3.59,kg,3312.75,Sea,Highway Checkpoint,National Parks & Wildlife Service,1,Convicted,-0.8037,11.6094,25.3548,51.1839
WLC-0061,01-08-2019,2019,8,Asia,Indonesia,United Arab Emirates,Saker Falcon,Bird,Live Animal,Endangered,14,live individual,195056.53,Land,Urban Wildlife Market,National Wildlife Crime Unit,0,Under Investigation,-0.7893,113.9213,23.4241,53.8478
WLC-0744,06-08-2019,2019,8,Latin America,Colombia,Belgium,Hawksbill Turtle,Marine,Shell,Critically Endangered,0.95,kg,301.53,Land,Seaport / Container Terminal,National Wildlife Crime Unit,1,Convicted,4.5709,-74.2973,50.5039,4.4699
WLC-0133,06-08-2019,2019,8,Latin America,Brazil,China,Grey Parrot,Bird,Live Animal,Endangered,19,live individual,9945.33,Land,Highway Checkpoint,National Parks & Wildlife Service,3,Case Dismissed,-14.235,-51.9253,35.8617,104.1954
